time,allT,allF,alt1,perT3,perT10,perT100,perT1000,perT10000,perF3,perF10,perF100,perF1000,perF10000,burst5,burst50,burst500,burst5000
8373,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8374,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8375,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8376,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8377,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8378,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8379,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8380,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
8381,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8382,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8383,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8384,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8385,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8386,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8387,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8388,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8389,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8390,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
8391,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8392,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8393,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8394,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8395,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8396,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8397,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8398,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8399,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8400,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
8401,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8402,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8403,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
8404,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8405,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8406,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8407,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8408,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8409,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8410,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
8411,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8412,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
8413,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8414,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8415,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8416,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8417,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8418,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8419,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8420,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
8421,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
8422,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8423,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8424,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
8425,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8426,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8427,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8428,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8429,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8430,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
8431,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8432,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8433,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
8434,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8435,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8436,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8437,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8438,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8439,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8440,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
8441,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8442,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
8443,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8444,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
8445,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8446,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8447,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8448,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
8449,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
8450,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
8451,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8452,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8453,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8454,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8455,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8456,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8457,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8458,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8459,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8460,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
8461,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8462,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8463,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8464,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8465,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8466,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8467,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8468,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8469,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8470,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
8471,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8472,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8473,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8474,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8475,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8476,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8477,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8478,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8479,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8480,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
8481,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8482,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8483,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8484,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8485,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8486,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8487,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8488,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8489,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8490,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
8491,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8492,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8493,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
8494,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
8495,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8496,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8497,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8498,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
8499,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
8500,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
8501,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8502,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8503,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8504,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8505,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8506,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8507,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8508,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8509,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8510,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8511,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8512,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8513,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8514,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8515,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8516,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8517,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8518,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8519,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8520,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
8521,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8522,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8523,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8524,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8525,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8526,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8527,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8528,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8529,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8530,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8531,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8532,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8533,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8534,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8535,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8536,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8537,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8538,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8539,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8540,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8541,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8542,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8543,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8544,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8545,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8546,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8547,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8548,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8549,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8550,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
8551,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8552,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8553,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8554,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8555,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8556,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8557,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8558,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8559,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8560,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8561,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8562,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8563,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8564,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8565,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8566,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8567,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8568,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8569,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8570,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8571,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8572,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8573,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8574,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8575,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8576,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8577,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8578,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8579,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8580,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
8581,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8582,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8583,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8584,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8585,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8586,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8587,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8588,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8589,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8590,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8591,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8592,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8593,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8594,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8595,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8596,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8597,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8598,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8599,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8600,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
8601,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8602,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8603,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8604,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8605,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8606,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8607,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8608,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8609,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8610,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
8611,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8612,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8613,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8614,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8615,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8616,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8617,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8618,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8619,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8620,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8621,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8622,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8623,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8624,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8625,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8626,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8627,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8628,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8629,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8630,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8631,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8632,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8633,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8634,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8635,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8636,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8637,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8638,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8639,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8640,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
8641,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8642,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8643,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8644,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8645,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8646,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8647,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8648,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8649,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8650,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8651,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8652,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8653,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8654,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8655,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8656,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8657,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8658,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8659,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8660,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8661,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8662,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8663,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8664,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8665,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8666,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8667,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8668,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8669,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8670,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
8671,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8672,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8673,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8674,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8675,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8676,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8677,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8678,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8679,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8680,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8681,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8682,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8683,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8684,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8685,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8686,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8687,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8688,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8689,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8690,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
8691,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8692,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8693,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
8694,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
8695,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8696,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8697,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
8698,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8699,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8700,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
8701,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8702,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8703,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8704,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8705,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8706,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8707,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8708,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8709,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8710,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8711,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8712,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8713,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8714,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8715,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8716,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8717,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8718,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8719,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8720,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8721,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8722,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8723,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8724,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8725,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8726,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8727,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8728,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8729,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8730,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
8731,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8732,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8733,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8734,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8735,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8736,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8737,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8738,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8739,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8740,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
8741,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8742,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
8743,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8744,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
8745,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
8746,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8747,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
8748,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
